Gene Symbol,lacZ 1,lacZ 2,lacZ 3,lacZ 4,lacZ 5,lacZ 6,HA cont 1,HA cont 2,HA cont 3,HA cont 4,HA chol 1,HA chol 2,HA chol 3,HA chol 4,HA bor 1,HA bor 2,HA bor 3,HA bor 4
Svil,-1.728515541,-1.369699245,0.950237819,-0.16569139,0.274619099,-0.192273996,-0.955014043,-0.341773493,0.113101737,0.095105449,-1.51204024,-1.074260852,-0.546905925,-0.555628389,-0.671308404,-1.828793165,-1.438088944,-0.850453974
Igh-3,0.323485808,0.695528631,-0.916571235,2.278944111,0.986404228,3.499432772,1.23658091,0.272288683,2.126589368,0.253428161,0.464545787,-0.052058439,0.391514011,1.080945311,0.533389975,0.128378861,-0.078161769,1.245826227
Snx9,-0.892394368,-0.397275577,0.506733079,0.714544823,1.354420017,0.817989715,-0.595015203,-0.540159296,0.059726209,1.446614377,-1.034486241,-0.323730776,0.053177985,-0.248011249,-1.138561813,-0.276366704,-0.790512944,-0.529797712
Clta,-2.070490234,-1.054100473,1.349936474,0.577116117,0.955870164,-0.044255533,-0.988416889,-1.007915381,-0.549940733,0.86914407,-1.714422493,-1.243388426,-0.279573133,-0.718596176,-1.896985226,-1.686555717,-1.792916753,-1.73350998
Spta1,-1.066043361,-0.954191321,0.697280665,-0.166089433,-1.341913188,-1.126102112,-1.098736846,-0.535694288,1.359629212,-0.075164833,-1.360854724,0.608605146,-0.404903376,-2.354433452,-1.208136618,-1.139441423,-1.092337612,-2.145548941
,0.086987907,0.090186497,-0.863435209,2.119341172,1.0686269,3.080298546,0.730760722,-0.336740036,2.01867515,0.635176373,-0.029086988,-0.519437932,0.396215386,0.932391349,0.30721908,-0.079665449,-0.07956588,1.371424225
Lgals9,-0.901570891,-0.422788765,0.631103467,0.896091462,1.04419311,0.769391494,-0.801830366,-0.243248221,0.785613301,1.23745427,-1.082764513,-0.547646986,0.557542924,-0.530381499,-0.91327903,-0.392497291,0.449340457,-0.628976597
Ap2s1,-1.38455447,-1.0975834,0.691906626,0.032840957,2.278148406,-0.02140923,-1.201934099,-0.465578383,-0.06130727,0.822503884,-1.929157435,-0.972277392,-0.419661437,-0.288529477,-1.442894913,-1.635523326,-1.282609452,0.863040465
Pik3c2a,-2.042589867,-1.893713188,1.048645646,-0.103302526,0.450336483,-0.282368203,-1.446541077,-0.905914601,-0.414517385,0.042207015,-1.899436158,-1.474832438,-0.945026499,-1.115762046,-2.175982867,-1.852414325,-1.627918587,-1.334634404
Dab2,-1.73813886,-1.416673851,1.072905908,0.469502209,0.835345474,0.053396018,-1.230377382,-0.802661508,-0.082535513,0.696793412,-1.789113392,-0.9924726,-0.495471435,-0.671469623,-1.847162784,-1.215220532,1.133190677,-1.049963944
Sh3d19,-0.870420887,-0.506966393,0.694348188,-0.142317244,0.49003328,-0.302500837,0.46517988,-0.304963277,-0.383881654,0.154879926,-0.403156181,-0.723122256,-0.997487975,-0.905490994,-0.272675216,-0.798026659,-1.115231854,-0.74608614
Ap2a1,-1.464508652,-0.893332627,0.860267595,0.446739732,1.323803461,0.193528502,-1.081248504,-0.751423239,-0.113888521,0.939165976,-1.740812179,-0.917803503,-0.20082107,-0.742633473,-1.663414637,-1.739243071,-0.44547041,-1.018977821
Bmp2k,-1.515887483,-1.192624892,0.82967117,-0.02272411,0.479912297,0.372128096,-0.820266838,-0.640287063,-0.099265548,0.321952853,-1.449481279,-0.975003744,-0.686688617,-1.068841154,-1.492099514,-1.511296252,-0.879688045,-1.07070796
Myo1c,-0.972879502,-0.602047772,0.629321359,0.081468487,0.435789845,-0.075334129,-0.981027235,-0.366305306,0.248592488,0.551805403,-1.48257079,-0.635159489,-0.576490912,-0.806699755,-1.274217004,-1.47560353,-1.685766591,-1.183242303
Myo6,-1.917477863,-1.648814729,1.043287839,0.116158702,0.78116746,-0.098065518,-1.336484161,-1.008068279,-0.553471266,-0.029733183,-1.996801664,-1.532968844,-1.193370283,-1.273742965,-2.191935677,-2.307606333,-2.684446028,-1.951327394
Eps15,-1.498048263,-1.236703487,0.796943814,-0.108337972,0.710098363,-0.141128522,-1.200621867,-0.566563098,0.018871596,0.883903836,-1.513502571,-1.023933657,-0.464785049,-0.673025514,-1.656355495,-1.844015061,-1.069714033,-0.846034911
Copa,0.035973185,0.816513026,-0.717953217,-0.397576232,-0.352838102,-0.116288011,2.164100664,0.350052914,-0.150293593,-0.011371163,-0.027838901,0.295812295,-0.165612777,0.064917771,-0.414174501,-0.075719031,-0.30449824,-0.33152238
Clint1,-2.342617888,-1.699328859,1.150813899,0.226933597,0.71727154,-0.159822832,-1.551363579,-1.369256349,-0.786535047,0.328491561,-2.32587493,-1.744349262,-1.249895062,-1.25354898,-2.731691897,-2.549578154,-2.59151882,-2.138383174
Cltb,-1.277844704,-1.102996127,1.230122683,0.526323317,0.80471029,0.152655371,-0.149936632,-0.373515598,-0.282564948,0.801637264,-1.065511201,-0.914127235,-0.624041863,-1.008761058,-0.695794335,-1.250525464,-1.774915315,-1.793190555
Picalm,-2.053979424,-1.84544706,1.157910089,0.191441572,1.178769309,-0.162020863,-1.397998173,-0.723372459,-0.174665306,0.714544105,-1.845712774,-1.45612596,-0.720856578,-0.937679081,-1.783838225,-1.531322385,-1.42687637,-2.243616383
Agl,-0.058681364,0.440841714,-0.806332522,0.071884017,-0.670771407,0.530340855,0.501136704,0.655056408,0.578128676,0.147286368,-0.630680868,-0.025074482,-0.775189557,-0.754712527,-0.313332275,0.197583643,-0.173479698,-0.217317158
Ap2a2,-2.090906871,-1.426552169,0.95524046,0.443827381,1.337414062,0.298304555,-1.492743115,-0.837848872,0.091256503,1.059501531,-1.998879533,-1.3694505,-0.373349355,-0.768903073,-1.974839773,-1.772294614,-1.384535339,-1.000078826
Myo1b,-1.903029678,-1.795009444,0.625200436,0.445487577,0.927231556,-0.256600397,-1.669885214,-1.259188234,-0.067704276,0.760547019,-1.930808535,-1.607691788,-0.962910274,-0.93125658,-2.295661661,-2.168450458,-2.142049072,-2.023356053
Hsd17b4,-1.491999556,-1.21236532,-1.331876626,0.0289679,0.186118459,-0.172603386,-1.535334207,1.523491696,-0.172518729,0.517875197,-1.256889159,-1.450503799,-0.136165464,-0.164274441,-1.487127024,-1.477548268,-0.380363094,-0.179590547
Cltc,-2.549545163,-2.316024849,1.280716851,-0.177292958,0.564451253,-0.751025256,-1.866264905,-0.982290169,-0.397286111,0.115188448,-2.564192793,-1.902497265,-1.168028429,-1.653476837,-2.44834375,-2.536882804,-3.016664633,-2.879194084
Ap1b1,-1.867040429,-1.507090493,1.064139321,0.406774994,1.239913792,0.040024677,-1.518862695,-0.992649932,-0.18771797,0.891638011,-2.064001229,-1.659280778,-0.653109832,-1.2477652,-2.122337795,-2.151692588,-1.91568648,-1.524313625
Ap2b1,-2.098519844,-1.545268006,1.147709781,0.729655095,1.634172631,0.347470137,-1.53550402,-0.961725272,-0.004095795,1.342045726,-2.167624246,-1.692836422,-0.346539125,-1.137252487,-2.193940588,-2.27687139,-1.643323175,-2.057361401
Ighg,-0.147836044,-1.160771197,-0.335464551,5.334001241,3.527992064,6.47829673,1.918205298,-0.274446431,5.02630949,2.081436302,0.641016924,-0.923415124,0.45569381,3.552148961,0.885300544,-0.102998275,1.028860226,4.160662483
,-0.449542875,-2.114449426,-0.198737723,3.813842092,2.017255609,4.775437385,2.361477059,-0.881806998,3.538261855,1.072155387,0.717736486,-1.77014473,0.116113764,2.007769103,0.162390203,-1.146581904,0.259318834,2.514201076
Ighg1,-0.074451794,-2.036744094,-0.1308585,3.441793275,1.76542321,4.656729776,2.257298886,-0.458459453,3.387851195,0.648029361,0.741204233,-1.608455469,-0.286134927,1.750425316,1.249973579,-0.734383354,-0.059787085,2.492490665
